name,discounted_price,original_price,star_rating,review_score,review_title,number_of_reviews,neighborhood,distance_from_center,free_cancellation,prepayment_needed,breakfast_included,time_to_travel,length_of_stay,snapshot_date
The Manhattan At Times Square an IHG Hotel,188.0,973.0,4.0,6.5,Good,2210.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Pod Times Square,202.0,202.0,3.0,8.5,Excellent,1827.0,Times Square,0.0,False,True,False,1,2,2025-03-09
Night Hotel Broadway,135.0,539.0,5.0,7.0,Very good,1236.0,Upper West Side,2.8,False,True,False,1,2,2025-03-09
The Baltic Hotel,132.0,442.0,3.0,7.3,Very good,221.0,Brooklyn,6.0,False,True,True,1,2,2025-03-09
Pod 51,238.0,238.0,3.0,8.0,Excellent,12226.0,Midtown East,0.0,False,True,False,1,2,2025-03-09
"Public, an Ian Schrager Hotel",381.0,1021.0,4.0,8.3,Excellent,329.0,Lower East Side,2.0,False,True,False,1,2,2025-03-09
HI New York City Hostel,249.0,449.0,2.0,8.6,Excellent,4232.0,Upper West Side,3.5,False,True,False,1,2,2025-03-09
Hyatt Regency Times Square,,,4.0,8.1,Excellent,1250.0,Times Square,0.0,False,True,False,1,2,2025-03-09
Hotel Alameda High Line,266.0,898.0,5.0,7.9,Very good,121.0,Chelsea,0.0,False,True,True,1,2,2025-03-09
Paramount Times Square,219.0,319.0,4.0,7.3,Very good,6892.0,Times Square,0.0,False,True,False,1,2,2025-03-09
The Parc Hotel,135.0,334.0,5.0,7.9,Very good,236.0,LaGuardia Airport,10.4,False,True,True,1,2,2025-03-09
Voyage Hotel,89.0,168.0,2.0,5.3,Review score,400.0,Long Island City,1.5,False,True,False,1,2,2025-03-09
Hotel Edison,256.0,415.0,4.0,7.8,Very good,12865.0,Times Square,0.0,False,True,True,1,2,2025-03-09
HOTEL ROSE,124.0,200.0,5.0,8.6,Excellent,34.0,Bronx,7.5,False,True,False,1,2,2025-03-09
Pestana Park Avenue,465.0,1862.0,4.0,9.1,Exceptional,294.0,Midtown East,0.0,False,True,False,1,2,2025-03-09
TRYP by Wyndham New York City Times Square / Midtown,216.0,820.0,5.0,7.8,Very good,1526.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Hotel TREMONT Bronx Yankee Stadium,132.0,491.0,5.0,7.3,Very good,140.0,Bronx,11.2,False,True,False,1,2,2025-03-09
"Martinique New York on Broadway, Curio Collection by Hilton",285.0,285.0,4.0,8.2,Excellent,2217.0,Gramercy,0.0,False,True,False,1,2,2025-03-09
Ink 48 Hotel,400.0,581.0,5.0,8.0,Excellent,388.0,Midtown West,0.0,False,True,False,1,2,2025-03-09
U Hotel Fifth Avenue,254.0,1088.0,3.0,8.2,Excellent,4227.0,Times Square,0.0,False,True,False,1,2,2025-03-09
DoubleTree by Hilton Hotel New York Times Square West,258.0,778.0,4.0,7.4,Very good,13213.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Royalton New York,264.0,902.0,4.0,8.2,Excellent,493.0,Times Square,0.0,False,True,False,1,2,2025-03-09
"The New Yorker, A Wyndham Hotel",189.0,755.0,4.0,7.8,Very good,14729.0,Times Square,0.0,False,True,False,1,2,2025-03-09
The Gallivant Times Square,164.0,338.0,5.0,6.7,Good,1768.0,Times Square,0.0,False,True,False,1,2,2025-03-09
The FIDI Hotel,263.0,263.0,4.0,8.3,Excellent,1658.0,Financial District,0.0,False,True,False,1,2,2025-03-09
Truss Hotel Times Square,253.0,263.0,4.0,8.1,Excellent,169.0,Times Square,0.0,False,True,False,1,2,2025-03-09
Central Park West Hostel,123.0,123.0,2.0,5.7,Review score,1219.0,Upper West Side,2.2,False,True,False,1,2,2025-03-09
Arthouse Hotel,304.0,304.0,4.0,8.4,Excellent,245.0,Upper West Side,1.4,False,True,False,1,2,2025-03-09
"EVEN Hotel Brooklyn, an IHG Hotel",280.0,464.0,4.0,8.2,Excellent,277.0,Brooklyn,5.4,False,True,True,1,2,2025-03-09
Carnegie Hotel,347.0,490.0,4.0,8.8,Excellent,2656.0,Midtown West,0.0,False,True,True,1,2,2025-03-09
Hotel Pergola Jamaica JFK,149.0,363.0,3.0,6.0,Good,354.0,John F. Kennedy International Airport,16.3,False,True,False,1,2,2025-03-09
DoubleTree by Hilton New York JFK Airport,268.0,428.0,4.0,7.2,Very good,77.0,John F. Kennedy International Airport,16.5,False,True,True,1,2,2025-03-09
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,393.0,653.0,4.0,8.5,Excellent,5571.0,Financial District,4.8,False,True,True,1,2,2025-03-09
City Club Hotel,264.0,264.0,4.0,7.9,Very good,897.0,Times Square,0.0,False,True,True,1,2,2025-03-09
West Side YMCA Hostel,88.0,244.0,2.0,7.4,Very good,1553.0,Upper West Side,0.4,False,True,False,1,2,2025-03-09
Pestana CR7 Times Square,313.0,313.0,4.0,8.7,Excellent,2909.0,Times Square,0.0,False,True,False,1,2,2025-03-09
,,,,,,,,0.0,,,False,1,2,2025-03-09
Tempo by Hilton New York Times Square,441.0,441.0,4.0,8.6,Excellent,1212.0,Times Square,0.0,False,True,False,1,2,2025-03-09
Delta Hotels by Marriott New York Times Square,318.0,1368.0,4.0,8.0,Excellent,5432.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Pod 39,303.0,303.0,3.0,8.5,Excellent,711.0,Midtown East,0.0,False,True,False,1,2,2025-03-09
Hilton New York Times Square,379.0,1110.0,4.0,8.0,Excellent,953.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Sheraton Brooklyn New York Hotel,174.0,698.0,4.0,7.7,Very good,3692.0,Brooklyn,5.0,False,True,False,1,2,2025-03-09
Motto by Hilton New York City Times Square,319.0,869.0,3.0,8.4,Excellent,2093.0,Times Square,0.0,False,True,False,1,2,2025-03-09
Hyatt Place New York City / Times Square,368.0,368.0,4.0,8.2,Excellent,378.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Warwick New York Hotel,364.0,819.0,5.0,8.4,Excellent,8031.0,Midtown West,0.0,False,True,False,1,2,2025-03-09
Radio Hotel,144.0,523.0,4.0,8.5,Excellent,56.0,Harlem,9.8,False,True,False,1,2,2025-03-09
DoubleTree by Hilton New York Downtown,278.0,772.0,4.0,7.8,Very good,499.0,Financial District,4.7,False,True,True,1,2,2025-03-09
RIU Plaza Manhattan Times Square,393.0,393.0,4.0,8.9,Excellent,195.0,Times Square,0.0,False,True,False,1,2,2025-03-09
NOMO SOHO Hotel,398.0,398.0,5.0,8.5,Excellent,273.0,Soho,2.7,False,True,False,1,2,2025-03-09
Days Inn by Wyndham Staten Island,138.0,315.0,2.0,7.9,Very good,29.0,Staten Island,16.1,False,True,True,1,2,2025-03-09
Hotel 27 by LuxUrban,226.0,662.0,3.0,7.5,Very good,1388.0,Gramercy,0.0,False,True,False,1,2,2025-03-09
The Shelburne Sonesta New York​,485.0,630.0,4.0,8.4,Excellent,3129.0,Midtown East,0.0,False,True,False,1,2,2025-03-09
Hyatt Grand Central New York,553.0,553.0,4.0,7.8,Very good,5143.0,Midtown East,0.0,False,True,True,1,2,2025-03-09
The Brooklyn,150.0,437.0,5.0,6.9,Good,414.0,Brooklyn,6.5,False,True,False,1,2,2025-03-09
Holiday Inn New York City - Times Square,232.0,635.0,5.0,8.1,Excellent,860.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Arlo NoMad,,,4.0,8.5,Excellent,2997.0,Gramercy,0.0,False,True,False,1,2,2025-03-09
OYO Times Square,208.0,833.0,4.0,7.5,Very good,463.0,Times Square,0.0,False,True,False,1,2,2025-03-09
THE VINE HOTEL BRAND NEW,100.0,176.0,2.0,7.8,Very good,7.0,Bronx,15.8,False,True,False,1,2,2025-03-09
Hudson Yards Hotel,187.0,399.0,2.0,7.4,Very good,16.0,Midtown West,0.0,False,True,False,1,2,2025-03-09
Arlo Midtown,390.0,834.0,4.0,8.7,Excellent,6786.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Hotel Mint JFK Airport,89.0,89.0,3.0,5.5,Review score,538.0,John F. Kennedy International Airport,23.5,False,True,False,1,2,2025-03-09
SoHo 54,232.0,232.0,3.0,7.9,Very good,4327.0,Soho,2.5,False,True,False,1,2,2025-03-09
TownePlace Suites by Marriott New York Long Island City/Manhattan View,194.0,634.0,3.0,8.4,Excellent,82.0,Long Island City,1.3,False,True,True,1,2,2025-03-09
The Muse New York,457.0,1169.0,5.0,8.8,Excellent,395.0,Times Square,0.0,False,True,False,1,2,2025-03-09
Wingate by Wyndham Long Island City,176.0,352.0,5.0,8.3,Excellent,2706.0,Long Island City,1.3,False,True,True,1,2,2025-03-09
Americana Inn,144.0,144.0,2.0,7.7,Very good,456.0,Times Square,0.0,False,True,False,1,2,2025-03-09
The Hotel @ Fifth Avenue,242.0,375.0,5.0,8.1,Excellent,4518.0,Gramercy,0.0,False,True,False,1,2,2025-03-09
Hotel Hendricks,340.0,850.0,4.0,8.2,Excellent,179.0,Times Square,0.0,False,True,False,1,2,2025-03-09
Residence Inn New York Queens,212.0,656.0,3.0,7.9,Very good,375.0,Long Island City,1.2,False,True,True,1,2,2025-03-09
hotel365,119.0,565.0,5.0,8.0,Excellent,419.0,Bronx,6.7,False,True,False,1,2,2025-03-09
Aloft New York Brooklyn,146.0,583.0,3.0,8.2,Excellent,145.0,Brooklyn,5.0,False,True,True,1,2,2025-03-09
Aiden by Best Western Long Island City New York,152.0,449.0,5.0,7.5,Very good,327.0,Long Island City,1.3,False,True,False,1,2,2025-03-09
The Queens Hotel,116.0,130.0,3.0,7.7,Very good,448.0,LaGuardia Airport,5.3,False,True,False,1,2,2025-03-09
JG Sohotel,173.0,577.0,2.0,8.2,Excellent,173.0,Soho,2.8,False,True,False,1,2,2025-03-09
Holiday Inn Express Long Island City E New York,157.0,436.0,5.0,8.9,Excellent,3.0,Long Island City,2.1,False,True,True,1,2,2025-03-09
Flushing Central Hotel 88,94.0,295.0,2.0,7.8,Very good,377.0,LaGuardia Airport,10.7,False,True,False,1,2,2025-03-09
Hampton Inn Manhattan/Times Square Central,358.0,884.0,5.0,8.7,Excellent,756.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Ramada by Wyndham Flushing Queens,129.0,497.0,5.0,7.9,Very good,424.0,LaGuardia Airport,10.6,False,True,True,1,2,2025-03-09
The William Vale,470.0,826.0,5.0,8.8,Excellent,182.0,Brooklyn,1.9,False,True,False,1,2,2025-03-09
Rockaway Hotel,120.0,199.0,3.0,6.9,Good,218.0,Brooklyn,9.2,False,True,False,1,2,2025-03-09
Flushing Hotel,100.0,250.0,2.0,6.2,Good,267.0,LaGuardia Airport,10.7,False,True,False,1,2,2025-03-09
Extended Stay America Suites - New York City - LaGuardia Airport,142.0,391.0,5.0,7.9,Very good,117.0,LaGuardia Airport,11.6,False,True,True,1,2,2025-03-09
NY Moore Hostel,174.0,174.0,2.0,8.3,Excellent,3059.0,Brooklyn,4.5,False,True,False,1,2,2025-03-09
Essence hotel,118.0,472.0,5.0,7.4,Very good,16.0,Brooklyn,6.3,False,True,False,1,2,2025-03-09
70 Park Avenue Hotel,216.0,216.0,4.0,8.5,Excellent,3119.0,Midtown East,0.0,False,True,False,1,2,2025-03-09
Ly New York Hotel,100.0,100.0,5.0,8.4,Excellent,693.0,LaGuardia Airport,10.3,False,True,False,1,2,2025-03-09
Fairfield Inn by Marriott New York Manhattan/Financial District,249.0,661.0,3.0,8.0,Excellent,3895.0,Financial District,4.2,False,True,True,1,2,2025-03-09
The Luxury Collection Hotel Manhattan Midtown,2745.0,3480.0,5.0,8.2,Excellent,621.0,Midtown West,0.0,False,True,False,1,2,2025-03-09
Belvedere Hotel,205.0,361.0,5.0,8.1,Excellent,7194.0,Times Square,0.0,False,True,False,1,2,2025-03-09
Hotel Hugo SoHo,411.0,774.0,5.0,8.4,Excellent,151.0,Soho,2.3,False,True,False,1,2,2025-03-09
Moxy NYC East Village,520.0,955.0,4.0,8.4,Excellent,2082.0,Lower East Side,1.1,False,True,False,1,2,2025-03-09
"Voco Times Square South, New York",258.0,741.0,5.0,8.1,Excellent,5352.0,Times Square,0.0,False,True,True,1,2,2025-03-09
New York Hilton Midtown Hotel,513.0,915.0,4.0,7.9,Very good,944.0,Midtown West,0.0,False,True,True,1,2,2025-03-09
Wingate by Wyndham New York Midtown South/5th Ave,280.0,724.0,5.0,8.6,Excellent,2813.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Embassy Suites by Hilton New York Manhattan Times Square,266.0,266.0,4.0,8.1,Excellent,418.0,Times Square,0.0,False,True,False,1,2,2025-03-09
Pod Brooklyn,174.0,174.0,3.0,8.8,Excellent,744.0,Brooklyn,2.5,False,True,False,1,2,2025-03-09
Royalton Park Avenue,522.0,749.0,5.0,8.6,Excellent,2739.0,Gramercy,0.0,False,True,False,1,2,2025-03-09
Hotel 57 by LuxUrban,509.0,871.0,4.0,7.7,Very good,207.0,Midtown East,0.0,False,True,False,1,2,2025-03-09
Red Roof PLUS+ Long Island - Garden City,145.0,520.0,5.0,7.6,Very good,461.0,John F. Kennedy International Airport,30.0,False,True,False,1,2,2025-03-09
Knights Inn Brooklyn Sunset Park,98.0,441.0,2.0,7.1,Very good,249.0,Brooklyn,10.1,False,True,False,1,2,2025-03-09
Holiday Inn Manhattan 6th Ave - Chelsea,243.0,930.0,3.0,7.8,Very good,4183.0,Chelsea,0.0,False,True,True,1,2,2025-03-09
Marco LaGuardia Hotel & Suites,137.0,329.0,5.0,8.6,Excellent,1314.0,LaGuardia Airport,10.8,False,True,True,1,2,2025-03-09
Four Points by Sheraton New York Downtown,674.0,731.0,5.0,8.1,Excellent,2374.0,Financial District,4.2,False,True,False,1,2,2025-03-09
Shoreham Hotel,149.0,317.0,4.0,7.9,Very good,773.0,Midtown West,0.0,False,True,False,1,2,2025-03-09
Hotel 48LEX New York,270.0,270.0,5.0,8.2,Excellent,988.0,Midtown East,0.0,False,True,False,1,2,2025-03-09
"Insignia Hotel Brooklyn, Ascend Hotel Collection",152.0,675.0,5.0,8.4,Excellent,276.0,Brooklyn,11.6,False,True,True,1,2,2025-03-09
Moon Hotel Brooklyn,101.0,398.0,3.0,7.5,Very good,11.0,Brooklyn,8.9,False,True,False,1,2,2025-03-09
The One Boutique Hotel,97.0,168.0,3.0,7.3,Very good,1128.0,LaGuardia Airport,11.0,False,True,False,1,2,2025-03-09
Feather Factory Hotel,134.0,177.0,3.0,8.1,Excellent,2587.0,LaGuardia Airport,2.0,False,True,True,1,2,2025-03-09
Super 8 By Wyndham Long Island City Lga Hotel,120.0,381.0,2.0,6.6,Good,54.0,LaGuardia Airport,2.3,False,True,True,1,2,2025-03-09
"Holiday Inn Express New York City Times Square, an IHG Hotel",245.0,245.0,3.0,7.9,Very good,224.0,Times Square,0.0,False,True,True,1,2,2025-03-09
The Dominick Hotel,834.0,834.0,5.0,8.6,Excellent,1074.0,Soho,2.3,False,True,True,1,2,2025-03-09
Ace Hotel,335.0,335.0,4.0,8.4,Excellent,629.0,Gramercy,0.0,False,True,True,1,2,2025-03-09
The Michelangelo New York Hotel,396.0,396.0,4.0,8.6,Excellent,2304.0,Times Square,0.0,False,True,False,1,2,2025-03-09
"Ravel Hotel, A Trademark Collection Hotel",142.0,568.0,4.0,7.8,Very good,3409.0,Long Island City,0.9,False,True,False,1,2,2025-03-09
Ace Hotel Brooklyn,404.0,404.0,4.0,8.8,Excellent,2010.0,Brooklyn,0.0,False,True,False,1,2,2025-03-09
Moxy NYC Times Square,445.0,817.0,4.0,8.3,Excellent,6350.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Holiday Inn Express NYC Brooklyn - Sunset Park,140.0,516.0,5.0,8.4,Excellent,176.0,Brooklyn,10.1,False,True,True,1,2,2025-03-09
Aura Hotel Times Square,316.0,484.0,4.0,7.8,Very good,443.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Global Luxury Suites at The Arches,153.0,325.0,4.0,6.9,Good,29.0,Bronx,6.1,False,True,False,1,2,2025-03-09
Concorde Hotel New York,598.0,1295.0,4.0,8.9,Excellent,2192.0,Midtown East,0.0,False,True,False,1,2,2025-03-09
Freehand New York,339.0,339.0,4.0,8.2,Excellent,2552.0,Gramercy,0.0,False,True,False,1,2,2025-03-09
W New York - Times Square,525.0,1655.0,5.0,8.1,Excellent,1975.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Holiday Inn Express Maspeth Hotel,195.0,453.0,5.0,8.7,Excellent,69.0,Queens,5.6,False,True,True,1,2,2025-03-09
Hotel Beacon,433.0,433.0,4.0,9.0,Exceptional,122.0,Upper West Side,1.2,False,True,True,1,2,2025-03-09
Holiday Inn Brooklyn Downtown,140.0,698.0,5.0,7.7,Very good,5110.0,Brooklyn,5.4,False,True,True,1,2,2025-03-09
Adria Hotel and Conference Center,149.0,382.0,3.0,8.1,Excellent,198.0,LaGuardia Airport,16.8,False,True,True,1,2,2025-03-09
The Westin New York Grand Central,760.0,1460.0,5.0,8.5,Excellent,1692.0,Midtown East,0.0,False,True,False,1,2,2025-03-09
Millennium Downtown New York,444.0,662.0,4.0,7.7,Very good,649.0,Financial District,3.9,False,True,True,1,2,2025-03-09
Hotel Stanford,315.0,315.0,3.0,8.2,Excellent,1213.0,Gramercy,0.0,False,True,True,1,2,2025-03-09
Hotel Mirage Brooklyn,119.0,208.0,3.0,7.1,Very good,196.0,Brooklyn,6.8,False,True,False,1,2,2025-03-09
Moxy Brooklyn Williamsburg,308.0,854.0,4.0,8.8,Excellent,12.0,Brooklyn,2.8,False,True,True,1,2,2025-03-09
The Wall Street Hotel,524.0,524.0,5.0,9.6,Exceptional,37.0,Financial District,4.4,False,True,False,1,2,2025-03-09
Quality Inn JFK Airport Rockaway Blvd,140.0,338.0,2.0,5.8,Review score,258.0,John F. Kennedy International Airport,17.7,False,True,True,1,2,2025-03-09
Renaissance New York Harlem Hotel,366.0,832.0,4.0,8.3,Excellent,30.0,Harlem,5.4,False,True,False,1,2,2025-03-09
NU Hotel,156.0,777.0,5.0,8.6,Excellent,251.0,Brooklyn,5.3,False,True,True,1,2,2025-03-09
The Manhattan Club,426.0,1314.0,4.0,8.6,Excellent,232.0,Midtown West,0.0,False,True,True,1,2,2025-03-09
"Red Roof PLUS+ Jamaica, NY - JFK Airport",134.0,314.0,5.0,7.8,Very good,21.0,John F. Kennedy International Airport,14.7,False,True,False,1,2,2025-03-09
Element New York Times Square West,330.0,1037.0,3.0,8.2,Excellent,8464.0,Times Square,0.0,False,True,True,1,2,2025-03-09
"Vista LIC Hotel, BW Premier Collection",150.0,450.0,5.0,8.0,Excellent,2129.0,Long Island City,1.9,False,True,False,1,2,2025-03-09
Hyatt Centric Times Square New York,432.0,432.0,5.0,8.7,Excellent,2548.0,Times Square,0.0,False,True,False,1,2,2025-03-09
Homewood Suites New York Midtown Manhattan Times Sq South,366.0,891.0,5.0,8.5,Excellent,5420.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Hyatt Place New York / Chelsea,382.0,382.0,4.0,8.2,Excellent,8386.0,Chelsea,0.0,False,True,True,1,2,2025-03-09
The Time New York,336.0,336.0,5.0,8.1,Excellent,175.0,Times Square,0.0,False,True,False,1,2,2025-03-09
Kimpton Theta New York - Times Square,360.0,906.0,4.0,8.3,Excellent,2873.0,Times Square,0.0,False,True,True,1,2,2025-03-09
U.S. Pacific Hotel,129.0,129.0,1.0,6.6,Good,198.0,Chinatown,2.7,False,True,False,1,2,2025-03-09
The Ned NoMad,,,5.0,8.8,Excellent,190.0,Gramercy,0.0,False,True,False,1,2,2025-03-09
Lamartine Chelsea,134.0,353.0,2.0,7.5,Very good,353.0,Chelsea,0.0,False,True,False,1,2,2025-03-09
Motto by Hilton New York City Chelsea,410.0,1111.0,4.0,8.7,Excellent,3659.0,Chelsea,0.0,False,True,False,1,2,2025-03-09
Hyatt Place Flushing/Laguardia,252.0,252.0,3.0,8.5,Excellent,76.0,LaGuardia Airport,10.6,False,True,True,1,2,2025-03-09
EVEN Hotel New York - Times Square South by IHG,486.0,802.0,4.0,8.7,Excellent,1157.0,Times Square,0.0,False,True,True,1,2,2025-03-09
World Center Hotel,304.0,422.0,4.0,8.5,Excellent,193.0,Financial District,4.1,False,True,False,1,2,2025-03-09
La Quinta Inn & Suites by Wyndham Times Square South,403.0,527.0,5.0,8.7,Excellent,4536.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Kixby,336.0,894.0,4.0,8.6,Excellent,721.0,Times Square,0.0,False,True,False,1,2,2025-03-09
Floral Park Motor Lodge - Adults Only,180.0,287.0,2.0,7.8,Very good,453.0,John F. Kennedy International Airport,21.1,False,True,False,1,2,2025-03-09
New York Marriott Marquis,1050.0,1864.0,5.0,8.6,Excellent,4975.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Da Vinci Hotel,130.0,130.0,3.0,8.2,Excellent,352.0,Midtown West,0.0,False,True,False,1,2,2025-03-09
citizenM New York Bowery,226.0,581.0,4.0,8.7,Excellent,3515.0,Lower East Side,2.3,False,True,True,1,2,2025-03-09
Fairfield Inn New York JFK Airport,232.0,515.0,3.0,8.3,Excellent,109.0,John F. Kennedy International Airport,17.9,False,True,True,1,2,2025-03-09
Hampton Inn New York - LaGuardia Airport,209.0,636.0,3.0,8.4,Excellent,71.0,LaGuardia Airport,7.7,False,True,True,1,2,2025-03-09
Best Western PREMIER Herald Square,263.0,445.0,3.0,8.4,Excellent,238.0,Times Square,0.0,False,True,True,1,2,2025-03-09
The Chelsean New York,188.0,571.0,3.0,7.4,Very good,28.0,Chelsea,0.0,False,True,False,1,2,2025-03-09
SpringHill Suites by Marriott New York Queens,234.0,542.0,5.0,8.0,Excellent,55.0,Long Island City,1.2,False,True,True,1,2,2025-03-09
The Gregorian Hotel,407.0,1004.0,4.0,8.4,Excellent,1516.0,Times Square,0.0,False,True,False,1,2,2025-03-09
Wyndham Garden Chinatown,190.0,561.0,4.0,8.1,Excellent,715.0,Chinatown,2.7,False,True,True,1,2,2025-03-09
InterContinental New York Times Square,524.0,1074.0,5.0,8.2,Excellent,4417.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Hotel 32 32,288.0,397.0,4.0,7.4,Very good,79.0,Gramercy,0.0,False,True,False,1,2,2025-03-09
Hotel Indigo Lower East Side,279.0,897.0,5.0,8.1,Excellent,187.0,Lower East Side,2.0,False,True,True,1,2,2025-03-09
JW Marriott Essex House New York,926.0,1006.0,5.0,8.5,Excellent,19.0,Midtown West,0.0,False,True,True,1,2,2025-03-09
Madison LES Hotel,196.0,196.0,3.0,8.0,Excellent,452.0,Chinatown,3.1,False,True,False,1,2,2025-03-09
"33 Hotel, New York City, Seaport",706.0,1143.0,5.0,8.9,Excellent,52.0,Financial District,3.9,False,True,True,1,2,2025-03-09
Highbridge Hotel,152.0,520.0,3.0,8.7,Excellent,196.0,Bronx,9.1,False,True,True,1,2,2025-03-09
YOTEL New York Times Square,191.0,1045.0,4.0,8.0,Excellent,836.0,Times Square,0.0,False,True,True,1,3,2025-03-09
Hard Rock Hotel New York,461.0,461.0,4.0,8.9,Excellent,427.0,Times Square,0.0,False,True,True,1,3,2025-03-09
Phoenix Hotel Brooklyn Sunset Park,118.0,473.0,5.0,6.1,Good,190.0,Brooklyn,9.7,False,True,False,1,3,2025-03-09
HI New York City Hostel,69.0,69.0,2.0,8.6,Excellent,4232.0,Upper West Side,3.5,False,True,False,1,3,2025-03-09
Hotel Hayden,267.0,541.0,4.0,7.5,Very good,3877.0,Chelsea,0.0,False,True,False,1,3,2025-03-09
The Manhattan At Times Square an IHG Hotel,217.0,881.0,4.0,6.5,Good,2210.0,Times Square,0.0,False,True,True,1,3,2025-03-09
Pod Times Square,225.0,225.0,3.0,8.5,Excellent,1827.0,Times Square,0.0,False,True,False,1,3,2025-03-09
Night Hotel Broadway,146.0,586.0,5.0,7.0,Very good,1236.0,Upper West Side,2.8,False,True,False,1,3,2025-03-09
The Baltic Hotel,147.0,442.0,3.0,7.3,Very good,221.0,Brooklyn,6.0,False,True,True,1,3,2025-03-09
Pod 51,236.0,236.0,3.0,8.0,Excellent,12226.0,Midtown East,0.0,False,True,False,1,3,2025-03-09
"Public, an Ian Schrager Hotel",398.0,1030.0,4.0,8.3,Excellent,329.0,Lower East Side,2.0,False,True,False,1,3,2025-03-09
The Parc Hotel,130.0,313.0,5.0,7.9,Very good,236.0,LaGuardia Airport,10.4,False,True,True,1,3,2025-03-09
Voyage Hotel,106.0,133.0,2.0,5.3,Review score,400.0,Long Island City,1.5,False,True,False,1,3,2025-03-09
The Westin New York at Times Square,531.0,531.0,5.0,8.4,Excellent,2829.0,Times Square,0.0,False,True,False,1,3,2025-03-09
