Hotel Name,2015-11-11 - 1,2015-11-11 - 2,2015-11-11 - 3,2015-11-11 - 4,2015-10-14 - 1,2015-10-14 - 2,2015-10-14 - 3,2015-10-14 - 4,2015-11-04 - 1,2015-11-04 - 2,2015-11-04 - 3,2015-11-04 - 4,2015-08-19 - 1,2015-08-19 - 2,2015-08-19 - 3,2015-08-19 - 4,2015-10-28 - 1,2015-10-28 - 2,2015-10-28 - 3,2015-10-28 - 4,2015-10-21 - 1,2015-10-21 - 2,2015-10-21 - 3,2015-10-21 - 4,2015-11-06 - 1,2015-11-06 - 2,2015-11-06 - 3,2015-11-06 - 4,2015-08-12 - 1,2015-08-12 - 2,2015-08-12 - 3,2015-08-12 - 4,2015-11-05 - 1,2015-11-05 - 2,2015-11-05 - 3,2015-11-05 - 4,2015-10-22 - 1,2015-10-22 - 2,2015-10-22 - 3,2015-10-22 - 4,2015-11-12 - 1,2015-11-12 - 2,2015-11-12 - 3,2015-11-12 - 4,2015-10-29 - 1,2015-10-29 - 2,2015-10-29 - 3,2015-10-29 - 4,2015-09-10 - 1,2015-09-10 - 2,2015-09-10 - 3,2015-09-10 - 4,2015-09-09 - 1,2015-09-09 - 2,2015-09-09 - 3,2015-09-09 - 4,2015-11-18 - 1,2015-11-18 - 2,2015-11-18 - 3,2015-11-18 - 4,2015-08-26 - 1,2015-08-26 - 2,2015-08-26 - 3,2015-08-26 - 4,2015-11-10 - 1,2015-11-10 - 2,2015-11-10 - 3,2015-11-10 - 4,2015-11-13 - 1,2015-11-13 - 2,2015-11-13 - 3,2015-11-13 - 4,2015-10-15 - 1,2015-10-15 - 2,2015-10-15 - 3,2015-10-15 - 4,2015-11-21 - 1,2015-11-21 - 2,2015-11-21 - 3,2015-11-21 - 4,2015-09-30 - 1,2015-09-30 - 2,2015-09-30 - 3,2015-09-30 - 4,2015-10-30 - 1,2015-10-30 - 2,2015-10-30 - 3,2015-10-30 - 4,2015-09-16 - 1,2015-09-16 - 2,2015-09-16 - 3,2015-09-16 - 4,2015-09-17 - 1,2015-09-17 - 2,2015-09-17 - 3,2015-09-17 - 4,2015-11-28 - 1,2015-11-28 - 2,2015-11-28 - 3,2015-11-28 - 4,2015-10-01 - 1,2015-10-01 - 2,2015-10-01 - 3,2015-10-01 - 4,2015-11-26 - 1,2015-11-26 - 2,2015-11-26 - 3,2015-11-26 - 4,2015-09-11 - 1,2015-09-11 - 2,2015-09-11 - 3,2015-09-11 - 4,2015-09-18 - 1,2015-09-18 - 2,2015-09-18 - 3,2015-09-18 - 4,2015-10-16 - 1,2015-10-16 - 2,2015-10-16 - 3,2015-10-16 - 4,2015-11-27 - 1,2015-11-27 - 2,2015-11-27 - 3,2015-11-27 - 4,2015-10-02 - 1,2015-10-02 - 2,2015-10-02 - 3,2015-10-02 - 4,2015-10-07 - 1,2015-10-07 - 2,2015-10-07 - 3,2015-10-07 - 4,2015-11-07 - 1,2015-11-07 - 2,2015-11-07 - 3,2015-11-07 - 4,2015-08-28 - 1,2015-08-28 - 2,2015-08-28 - 3,2015-08-28 - 4,2015-08-27 - 1,2015-08-27 - 2,2015-08-27 - 3,2015-08-27 - 4,2015-10-27 - 1,2015-10-27 - 2,2015-10-27 - 3,2015-10-27 - 4,2015-11-03 - 1,2015-11-03 - 2,2015-11-03 - 3,2015-11-03 - 4,2015-08-13 - 1,2015-08-13 - 2,2015-08-13 - 3,2015-08-13 - 4,2015-11-25 - 1,2015-11-25 - 2,2015-11-25 - 3,2015-11-25 - 4
Aloft Harlem,-1,-1,-1,-1,72,-1,32,-1,60,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,34,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,32,-1,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,-1,-1,-1,-1,-1,-1,52,62,72,-1,-1,54,-1,-1,-1,-1,-1,-1,9,10,0,-1,-1,-1,-1,-1,42,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Andaz 5th Avenue - a concept by Hyatt,-1,40,65,-1,-1,68,-1,-1,44,65,65,53,-1,-1,-1,43,48,49,-1,-1,-1,64,-1,-1,45,-1,-1,42,-1,-1,20,-1,41,-1,-1,-1,45,-1,-1,-1,44,34,43,45,49,89,-1,-1,63,-1,-1,-1,-1,-1,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,35,32,55,72,-1,-1,-1,-1,10,9,1,-1,71,73,-1,34,-1,-1,-1,-1,-1,79,88,48,60,64,96,96,51,79,100,53,64,96,89,44,-1,52,-1,52,73,68,-1,40,75,52,43,53,-1,89,-1,-1,90,46,70,50,-1,71,57,-1,79,-1,-1,-1,-1,79,74,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,10,48,48
Andaz Wall Street - a concept by Hyatt,6,19,26,-1,37,55,53,-1,-1,35,50,-1,-1,-1,-1,-1,40,32,50,57,55,40,54,61,33,-1,-1,20,22,20,22,-1,32,32,28,-1,45,48,46,48,22,25,20,9,42,46,48,-1,-1,59,39,40,-1,-1,40,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,22,33,37,29,50,30,-1,-1,33,-1,50,-1,1,0,2,-1,-1,39,100,51,50,35,-1,-1,-1,-1,-1,50,52,51,-1,45,35,-1,-1,-1,41,-1,32,19,23,9,7,-1,-1,-1,-1,52,54,50,51,-1,-1,-1,-1,63,29,23,47,-1,-1,41,-1,77,-1,79,-1,-1,-1,35,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,61,-1,66,68,56,63,70,-1,-1,-1,-1,2,3,1,-1
Baccarat Hotel and Residences New York,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,86,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bentley Hotel,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,25,25,25,-1,-1,-1,-1,-1,-1,-1,-1,15,13,13,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,0,-1,29,-1,-1,-1,-1,-1,-1,44,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,55,-1
Best Western Bayside Inn,-1,-1,-1,-1,-1,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,-1,-1,-1,-1,-1,-1,46,-1,-1,-1,85,-1,-1,-1,100,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,30,0,-1,-1,72,-1,-1,-1,-1,-1,-1,-1,84,72,-1,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,70,-1,74,-1,-1,-1,-1,53,-1,-1,-1,30,51,-1,18,44,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,41,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,-1,-1
Best Western Bowery Hanbee Hotel,-1,-1,-1,-1,-1,-1,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,-1,-1,-1,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,71,66,-1,1,0,0,2,-1,-1,-1,-1,-1,73,65,-1,-1,65,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,15,-1,-1,-1,-1,68,-1,-1,-1,-1,-1,77,83,100,-1,-1,48,57,-1,-1,-1,75,-1,-1,-1,-1,-1,-1,-1,21,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,58,-1,-1,78,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Best Western Plus Arena Hotel,-1,-1,-1,-1,-1,-1,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,71,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,100,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Best Western Plus Newark Airport West,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,51,-1,-1,18,-1,-1,-1,-1,53,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,-1,47,-1,-1,39,-1,-1,-1,63,-1,-1,9,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Blakely New York,-1,-1,-1,-1,86,81,64,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,-1,82,82,100,82,40,40,40,37,-1,-1,-1,-1,-1,40,40,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,76,81,64,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,78,73,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,82,82,82,82,38,-1,38,36,-1,-1,-1,-1,10,10,10,9
Cassa Hotel 45th Street,44,21,23,35,58,68,99,74,-1,42,66,28,17,22,29,27,58,53,87,82,82,83,91,98,-1,16,-1,-1,27,31,40,42,23,72,35,70,70,72,50,-1,16,15,22,-1,25,-1,68,-1,-1,61,61,70,-1,-1,67,71,20,2,5,39,13,20,15,34,-1,45,4,-1,20,16,38,-1,55,64,65,76,0,7,9,-1,-1,-1,-1,-1,-1,58,-1,-1,-1,72,75,75,57,50,61,100,23,-1,-1,-1,-1,81,70,87,46,15,15,-1,69,59,-1,-1,-1,48,-1,-1,-1,32,-1,-1,37,28,-1,-1,-1,54,69,81,-1,100,90,100,18,45,-1,-1,-1,9,25,-1,14,-1,9,8,-1,51,66,-1,-1,64,15,71,20,49,25,34,23,25,24,30
Chelsea Inn,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,92,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,25,25,25,-1,83,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1
Comfort Inn Times Square South Area,-1,40,38,-1,-1,94,-1,-1,40,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,88,85,88,49,48,49,49,48,51,58,-1,51,47,47,47,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,-1,-1,49,53,48,45,12,35,-1,-1,85,87,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,32,64,64,64,-1,54,54,54,54,-1,-1,-1,-1,-1,-1,-1,-1,80,100,92,-1,-1,48,50,-1,-1,84,-1,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,79,66,66,-1,-1,-1,-1,-1,-1,-1,-1
Conrad New York,63,35,54,72,47,56,65,-1,-1,58,73,-1,17,19,27,36,52,58,62,83,-1,-1,-1,100,70,64,46,55,-1,33,32,47,-1,21,16,10,-1,91,97,100,-1,62,46,31,-1,76,70,-1,-1,57,-1,-1,-1,-1,69,-1,27,35,51,61,21,24,31,-1,-1,64,69,74,70,64,70,-1,-1,70,59,49,-1,1,0,5,-1,-1,-1,100,74,82,68,-1,-1,-1,-1,-1,-1,-1,76,75,72,64,75,-1,-1,-1,97,100,-1,-1,49,66,89,77,-1,-1,67,59,53,75,80,70,59,-1,84,68,72,76,73,63,53,79,-1,-1,87,98,75,65,65,-1,36,-1,35,-1,37,29,24,21,-1,58,61,68,-1,-1,76,90,39,30,27,33,30,25,21,19
Courtyard New York Manhattan Times Square West,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,41,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Courtyard Newark Elizabeth,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,-1,-1,43,-1,-1,-1,-1,-1,-1,-1,70,48,-1,17,30,52,-1,-1,-1,-1,-1,20,39,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,39,-1,70,43,-1,-1,91,70,54,-1,100,-1,-1,-1,96,-1,-1,-1,-1,-1,-1,-1,81,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,58,36,-1,-1,64,42,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Courtyard by Marriott New York City Manhattan Fifth Avenue,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,15,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,47,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1
Courtyard by Marriott New York Manhattan   Central Park,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,85,87,14,16,12,-1,-1,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,85,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,100,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,19,28,-1
Courtyard by Marriott New York Manhattan SoHo,-1,-1,-1,-1,-1,-1,-1,-1,60,-1,-1,-1,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,79,79,-1,79,-1,98,94,96,-1,-1,100,-1,20,-1,-1,-1,27,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,72,-1,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
Courtyard by Marriott New York Manhattan Times Square,-1,26,-1,-1,-1,-1,-1,-1,38,40,54,-1,-1,-1,-1,-1,-1,68,-1,87,-1,-1,-1,-1,-1,32,30,26,10,-1,-1,-1,-1,-1,21,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,100,-1,-1,6,-1,-1,0,-1,-1,-1,-1,-1,-1,47,-1,-1,30,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,27,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,34,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,79,-1,-1,-1,-1,7,-1,-1,-1,-1
Courtyard by Marriott New York Manhattan Upper East Side,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,-1,-1,-1,89,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,87,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,26,-1,-1,-1,-1,-1,69,-1,-1,-1,-1,25,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Crowne Plaza Times Square Manhattan,45,-1,-1,-1,-1,90,-1,-1,15,53,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,-1,15,56,-1,-1,-1,-1,-1,-1,8,52,-1,-1,84,86,83,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,9,-1,-1,-1,-1,-1,61,27,-1,-1,27,-1,19,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,25,29,31,-1,-1,-1,-1,-1,84,68,-1,-1,-1,-1,-1,19,22,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,100,-1,-1,56,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,58,17,-1,7,8,-1,-1,-1,-1,-1,-1
Days Inn Bronx Near Stadium,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,-1,26,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DoubleTree Suites by Hilton New York City - Times Square,2,2,2,-1,-1,-1,-1,-1,-1,30,16,-1,-1,-1,-1,-1,74,87,-1,-1,-1,-1,-1,89,14,4,5,-1,-1,-1,34,-1,-1,2,5,-1,-1,-1,78,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,58,30,30,41,46,-1,-1,13,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,0,-1,63,67,63,54,-1,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,13,21,-1,-1,-1,-1,-1,-1,32,28,29,-1,39,39,-1,-1,-1,87,92,-1,35,40,-1,26,15,11,-1,-1,59,-1,-1,-1,-1,-1,100,-1,1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,12,28,-1,-1,-1,-1,-1
DoubleTree by Hilton Hotel New York - Times Square South,-1,12,14,15,31,-1,-1,30,19,20,-1,18,-1,-1,-1,9,-1,29,-1,26,-1,44,-1,-1,25,-1,23,-1,5,9,-1,18,-1,22,-1,-1,-1,-1,22,-1,-1,-1,24,-1,-1,-1,23,-1,34,36,34,38,-1,-1,-1,33,11,11,19,-1,0,10,-1,2,-1,-1,20,-1,-1,22,17,-1,-1,30,29,-1,-1,-1,-1,3,-1,43,42,48,-1,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,26,22,-1,-1,12,-1,37,-1,37,34,39,21,17,16,39,-1,-1,29,-1,-1,17,-1,26,23,26,-1,100,91,86,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,11,-1,-1,23,-1,-1,-1
DoubleTree by Hilton Hotel Newark Airport,-1,-1,-1,-1,-1,24,27,-1,-1,-1,-1,-1,27,10,21,-1,29,32,44,-1,-1,38,44,43,-1,32,27,29,27,15,21,-1,29,21,27,22,30,35,41,-1,-1,-1,-1,32,26,26,26,29,86,38,44,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,22,27,-1,-1,-1,3,0,-1,61,35,40,-1,-1,-1,-1,-1,40,18,26,-1,9,15,-1,-1,-1,-1,-1,-1,30,35,60,-1,-1,-1,-1,-1,13,41,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,32,27,-1,-1,-1,-1,-1,7,12,-1,-1,-1,32,40,-1,-1,-1,-1,-1,7,12,-1,-1,-1,-1,-1,-1
